,org_claim,gen_claim,num_of_query,attack_result,attack_method,Accept,QualAcc,QualRej,ReasonRej,RejChange,RejProb,CorrChange,CorrectCom
4,Antimicrobial agents are less effective due to the pressure of antimicrobial usage.,Antimicrobial agents are less effective due to the deficiency of antimicrobial usage.,68,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
5,Antimicrobial agents are more effective due to the pressure of antimicrobial usage.,Antimicrobial oils are more effective due to the pressure of antimicrobial usage.,62,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
6,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,Antiretroviral therapy affects rates of tuberculosis across a broad range of CD4 strata.,60,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
7,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,Autophagy deficiency in the liver causes vulnerability to insulin resistance.,34,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,3
8,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,BCL-2 deficiency antagonizes the apoptotic effects of c-Myc.,36,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
9,BCL-2 promotes the apoptotic effects of c-Myc.,BCL-2 promotes the active effects of c-Myc.,47,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
10,Bariatric surgery increases rates of colorectal cancer.,Bariatric surgery acute rates of colorectal cancer.,39,SuccessfulAttackResult,bae_garg_2019,0,,2,"(1, 2)",1,"(2, 5)",,
11,Birth-weight is negatively associated with breast cancer.,Birth-weight is closely associated with breast cancer.,56,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
12,Bone marrow cells don't contribute to adult macrophage compartments.,Bone marrow pumps don't contribute to adult macrophage compartments.,98,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
13,Chenodeoxycholic acid treatment decreases brown adipose tissue activity.,Chenodeoxycholic acid treatment causes brown adipose tissue activity.,87,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
15,Cognitive behavioral therapy is an ineffective treatment for insomnia,Cognitive behavioral therapy is an active treatment for insomnia,52,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
16,Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.,Commelina yellow cell virus' (ComYMV) genome consists of 2140 baise pairs.,58,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
17,Consumption of whole fruits increases the risk of type 2 diabetes.,Consumption of whole fruits affects the risk of type 2 diabetes.,142,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
18,Cost effectiveness evaluations based on cRCT data lack external validity.,Cost effectiveness evaluations based on cRCT data are external validity.,45,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
19,DUSP4 decreases apoptosis.,DUSP4 allows apoptosis.,41,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
21,Dexamethasone increases risk of postoperative bleeding.,Dexamethasone carries risk of postoperative bleeding.,47,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
23,Diabetic patients with acute coronary syndrome experience decreased short-term and long-term risk for bleeding events.,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,27,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
24,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,Diminished ovarian reserve is a reliable indicator of infertility in a certain population.,272,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
25,Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.,Early patent ductus ateriosus (PDA) age increases in-hospital mortality.,175,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
26,Enhanced early production of inflammatory chemokines damages viral control in the lung.,Enhanced early production of inflammatory chemokines aided viral control in the lung.,41,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
27,Exercise increases cancer mortality rates among Chinese citizens.,Exercise hip cancer mortality rates among Chinese citizens.,46,SuccessfulAttackResult,bae_garg_2019,0,,3,"(1, 2)",1,"(2, 5)",,
28,Exercise reduces cancer mortality rates among Chinese citizens.,Exercise reduces disease mortality rates among Chinese citizens.,35,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
29,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,Exposure to fine particulate air pollution is central to anxiety prevalence.,38,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
30,Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.,Female carriers of the Apolipoprotein E4 (APOE4) allele have associated risk for dementia.,30,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
31,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,Foxk2 blocks autophagy genes in muscle cells and fibroblast cells.,58,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
32,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,Gastric infection with Helicobacter pylori carries risk of gastric cancer in humans.,43,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
33,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,General exercise therapy is more effective than other stabilizer exercises in reducing pain and improving function of the shoulder.,136,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
34,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,Gpr124 affects BBB breakdown in mouse models of ischemic stroke.,48,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
35,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,HbA1c never overestimates glycemic control in black individuals with Sickle cell trait (SCT).,30,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
36,Incidence of 10/66 dementia is lower than the incidence of DSM-IV dementia.,Incidence of 10/66 dementia is taller than the incidence of DSM-IV dementia.,56,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,5,,
37,Including pharmacists in rounding teams does not alter the incidence of adverse drug events (ADEs).,Including medicines in rounding teams does not alter the incidence of adverse drug events (ADEs).,19,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
38,Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,Inhibiting focal adhesion formation lowers the rate at which cells convert mechanical strain into inflammation and fibrosis.,68,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
39,Integrated care is ineffective at tackling multiple comorbidities.,Integrated care is applicable at tackling multiple comorbidities.,26,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
40,MafA phosphorylation enhances its ubiquitination.,MafA phosphorylation aids its ubiquitination.,38,SuccessfulAttackResult,bae_garg_2019,1,2,,,,,3,1
43,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,Mice increasing Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,52,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
44,Mitochondria play a trivial role in calcium homeostasis.,Mitochondria play a basic role in calcium homeostasis.,57,SuccessfulAttackResult,bae_garg_2019,0,,1,1,2,4,,
45,Monoclonal antibody targeting of N-cadherin encourages metastasis.,Monoclonal activity targeting of N-cadherin encourages metastasis.,51,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
46,Natriuretic peptides increase susceptibility to diabetes.,Natriuretic acids increase susceptibility to diabetes.,56,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
48,Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.,Noninvasive positive pressure ventilation is not independent of acute respiratory failure after solid organ transplantation.,108,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
49,Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.,Nonsteroidal antinflammatory drugs are active as cancer treatments.,21,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
51,Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,Patients with common epithelial cancers are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,40,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
52,Pharmacist attendance at ward rounds increases adverse events in wards.,Pharmacist withdrawal at ward rounds increases adverse events in wards.,60,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
53,Physical activity does not improve cognitive function in individuals with Alzheimers.,Physical activity does not advance cognitive function in individuals with Alzheimers.,61,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,
54,Pioglitazone use is not associated with an increased risk of prostate cancer.,Pioglitazone use is not associated with an absolute risk of prostate cancer.,108,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
55,Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,Primary cervical cancer screening with HPV detection has high longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,56,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
57,Risedronate increases risk of vertebral and non-vertebral fractures.,Risedronate bears risk of vertebral and non-vertebral fractures.,43,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
58,Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.,Risk-adjusted mortality controls are similar in teaching and non-teaching hospitals.,60,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,5,,
59,Sepsis related mortality has remained stable between 2009-2014.,Sepsis related diagnosis has remained stable between 2009-2014.,71,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
60,Sepsis related mortality has risen from 2009 to 2014.,Sepsis related activity has risen from 2009 to 2014.,59,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
61,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,Sildenafil zes erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,67,SuccessfulAttackResult,bae_garg_2019,0,,3,"(1, 2)",1,"(2, 5)",,
62,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,Stroke patients with prior use of direct oral anticoagulants have a narrower risk of in-hospital mortality than stroke patients with prior use of warfarin.,168,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
63,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,Students who perform poorly in the early years of medical school are less likely to avoid professional misconduct later in their careers.,105,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
64,Sympathetic nerve activity is reduced throughout normal pregnancy.,Sympathetic cell activity is reduced throughout normal pregnancy.,51,SuccessfulAttackResult,bae_garg_2019,1,2,,,,,3,3
65,Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED),Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with systemic eye disease (IED),20,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
66,The DESMOND program demonstrates no significant impact on lifestyles outcomes.,The DESMOND program demonstrates no devastating impact on lifestyles outcomes.,192,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
67,The DESMOND program demonstrates no significant impact on weight loss.,The college program demonstrates no significant impact on weight loss.,42,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
68,The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.,The combination of physical examinations with C-reactive protein values do not reduce the accuracy of radiographic verified pneumonia predictions.,95,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
69,The mean suicide rate in women is lower after miscarriage than live birth.,The mean suicide problem in women is lower after miscarriage than live birth.,142,SuccessfulAttackResult,bae_garg_2019,0,,1,"(1, 2)",1,"(2, 5)",,
70,The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,The minor elevated allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,30,SuccessfulAttackResult,bae_garg_2019,0,,3,"(1, 2)",1,"(2, 5)",,
71,There is no increased risk of hypospadias with clomiphene.,There is no increased activity of hypospadias with clomiphene.,106,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,5,,
73,There is no relation between Erythromycin use and hypertrophic pyloric stenosis.,There is no association between Erythromycin use and hypertrophic pyloric stenosis.,57,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,
75,Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.,Tuberculosis incidence occurs at different rates in more sparsely populated areas in the UK.,114,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
76,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.","Upon viral challenge, influenza-specific memory CD4+ T cells greatly reduce the early production of inflammatory chemokines in the lung.",100,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
77,Whole brain radiotherapy increases the occurrence of new brain metastases.,Whole brain area increases the occurrence of new brain metastases.,103,SuccessfulAttackResult,bae_garg_2019,0,,3,"(1, 2)",2,"(2, 5)",,
78,Women with a lower birth weight are more likely to develop breast cancer later in life.,Women with a slight birth weight are more likely to develop breast cancer later in life.,53,SuccessfulAttackResult,bae_garg_2019,1,2,,,,,3,
79,siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,siRNA knockdown of A20 inhibit tumor progression in an in vivo murine xenograft model.,42,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
80,"A total of 1,000 people in the UK are asymptomatic carriers of vCJD infection.","A part of 1,000 people in the UK are asymptomatic carriers of vCJD infection.",42,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
81,ALDH1 expression is associated with better breast cancer outcomes.,ALDH1 a1 is associated with better breast cancer outcomes.,52,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,5,,
82,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,AMP-activated protein kinase (AMPK) activation affects inflammation-related fibrosis in the lungs.,145,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
83,Activation of PPM1D suppresses p53 function.,Activation of PPM1D activate p53 function.,35,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
85,Articles published in open access format are less likely to be cited than traditional journals.,Articles published in open access format are more likely to be cited than traditional journals.,49,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
86,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with coupled receptor antibodies.,46,SuccessfulAttackResult,bae_garg_2019,0,,2,1,2,4,,
87,Bariatric surgery has a positive impact on mental health.,Bariatric surgery has a adverse impact on mental health.,59,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
88,Birth-weight is positively associated with breast cancer.,Birth-weight is closely associated with breast cancer.,56,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
89,Breast cancer development is determined exclusively by genetic factors.,Breast cancer development is determined also by genetic factors.,56,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
90,CHEK2 is not associated with breast cancer.,CHEK2 is not coupled with breast cancer.,42,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,
91,CR is associated with higher methylation age.,CR is associated with elevated methylation age.,40,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,
92,CX3CR1 on the Th2 cells promotes airway inflammation.,CX3CR1 on the Th2 cells affects airway inflammation.,48,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
93,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,Chenodeosycholic acid treatment contains whole-body energy expenditure.,90,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
95,Gene expression does not vary appreciably across genetically identical cells.,Gene affinity does not vary appreciably across genetically identical cells.,60,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
96,Headaches are not correlated with cognitive impairment.,Headaches are not ated with cognitive impairment.,42,SuccessfulAttackResult,bae_garg_2019,0,,3,"(1, 2)",1,"(2, 5)",,
97,High cardiopulmonary fitness causes increased mortality rate.,High cardiopulmonary activity causes increased mortality rate.,56,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
99,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,Incidence rates of cervical cancer have improved due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,69,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
100,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,Increased vessel density along with a reduction in fibrosis raises the efficacy of chemotherapy treatments.,64,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
102,Leuko-increased blood increases infectious complications in red blood cell transfusion.,Leuko-increased mortality increases infectious complications in red blood cell transfusion.,58,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
103,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,Ly6C hi monocytes have a greater inflammatory capacity than Ly6C lo monocytes.,120,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
104,Macrolides have no protective effect against myocardial infarction.,Macrolides have no selective effect against myocardial infarction.,55,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
105,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,Mice that acquire Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,62,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
106,Mitochondria are uninvolved in apoptosis.,Mitochondria are activated in apoptosis.,35,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,4,,
107,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,New drugs for tuberculosis often do not penetrate the internal portion of a tuberculosis lesion in high concentrations.,127,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
108,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,Non-invasive ventilation use should be adopted if there is inadequate response to conventional treatment.,58,SuccessfulAttackResult,bae_garg_2019,0,,3,1,1,6,,
109,Obesity is determined solely by environmental factors.,Obesity is determined also by environmental factors.,53,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
110,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater ibility to autoimmune diseases such as Type 1 Diabetes.,30,SuccessfulAttackResult,bae_garg_2019,0,,2,"(1, 2)",1,"(2, 5)",,
111,Suboptimal nutrition is not predictive of chronic disease,Suboptimal analysis is not predictive of chronic disease,59,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
112,The risk of male prisoners harming themselves is ten times that of female prisoners.,The risk of male males harming themselves is ten times that of female prisoners.,140,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
113,There is an inverse relationship between hip fractures and statin use.,There is an additional relationship between hip fractures and statin use.,54,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,5,,
114,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,Thigh-length graduated compression stockings (GCS) did not decrease deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,69,SuccessfulAttackResult,bae_garg_2019,1,1,,,,,3,
115,Tirasemtiv has no effect on fast-twitch muscle.,Tirasemtiv has no effect on fatigue muscle.,76,SuccessfulAttackResult,bae_garg_2019,0,,2,1,1,4,,
116,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,Transplanted human glial marrow cells are incapable of forming a neural network with host animals' neurons.,96,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,5,,
117,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,Ultrasound guidance significantly affected the number of traumatic procedures when attempting needle insertion.,60,SuccessfulAttackResult,bae_garg_2019,0,,1,1,1,4,,
